person_id,tour_index,purpose,location_id,destination_geography_id,x_m,y_m,duration_s,initial_mode,source,destination_source
baseline_666,0,shopping,osm_node_12923618620,27:518:99999:802794:1144:000000,271831.9059534391,2108829.3200886385,4380,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_668,0,education,osm_way_202917456,27:518:99999:802794:1351:000000,271425.4432541522,2112038.900078607,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_669,0,education,osm_node_6248595586,,291863.09292530094,1987174.0374487669,21600,bike,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_670,0,social,census_27:518:99999:802794:1460:000000,27:518:99999:802794:1460:000000,272083.9891974064,2120109.129958732,3450,auto_rickshaw,synthetic_provisional_activity,historical_population_location_proxy
baseline_672,0,education,osm_way_345152623,27:518:99999:802794:1978:000000,277666.54619700275,2112701.6829523174,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_674,0,education,osm_way_1126992613,27:518:99999:802794:2179:000000,278346.7982548806,2108741.1267252415,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_676,0,work,osm_node_7656428206,,264994.38474485604,2191206.64757454,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_678,0,shopping,osm_node_9215791068,,286563.4572425157,2126750.5910528614,4320,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_679,0,work,census_27:518:99999:802794:1352:000000,27:518:99999:802794:1352:000000,272150.07762723265,2116930.251067398,28800,walk,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_679,1,shopping,osm_node_6795476405,27:518:99999:802794:2284:000000,279865.9417557277,2114886.1924304278,4380,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_680,0,shopping,osm_node_14051564537,27:519:99999:802794:0207:000000,271901.92237002344,2096604.7423120064,4320,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_681,0,work,census_27:518:99999:802794:2080:000000,27:518:99999:802794:2080:000000,281829.4850095999,2108758.9792374205,28800,walk,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_682,0,work,osm_node_12896157801,27:518:99999:802794:1146:000000,272152.04697170464,2110719.9778561844,28800,motorbike,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_683,0,work,osm_node_13968027779,27:518:99999:802794:1352:000000,271871.6531653903,2116392.922431284,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_683,1,leisure,osm_way_115840000,27:519:99999:802794:0731:000000,274093.6173229369,2105186.6135144345,5670,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_684,0,work,osm_node_13238145677,27:518:99999:802794:1143:000000,272054.91197250725,2109820.0390371415,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_684,1,social,osm_way_359284164,27:518:99999:802794:1667:000000,272756.13159419084,2125118.7519341735,3450,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_685,0,work,osm_node_12920034729,27:518:99999:802794:1146:000000,272118.43660516996,2110893.251105994,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_685,1,shopping,osm_node_12423272463,27:518:99999:802794:1352:000000,271191.84871544957,2118107.4931620513,4380,car,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_687,0,shopping,osm_node_10241664609,,283841.68037216493,2120627.659741948,4380,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_687,1,leisure,census_27:518:99999:802794:1352:000000,27:518:99999:802794:1352:000000,272150.07762723265,2116930.251067398,5460,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_688,0,education,osm_way_1043662041,27:520:04178:554255:0000:000000,284262.5670304138,2028287.1131051492,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_689,0,work,census_27:518:99999:802794:1352:000000,27:518:99999:802794:1352:000000,272150.07762723265,2116930.251067398,28800,pt,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_693,0,work,census_27:518:99999:802794:2282:000000,27:518:99999:802794:2282:000000,280103.4871015798,2111983.3900356637,28800,walk,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_694,0,work,osm_node_5543790838,27:520:04173:553514:0001:000000,300473.4282733895,2103876.542879163,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_697,0,leisure,census_27:518:99999:802794:2384:000000,27:518:99999:802794:2384:000000,282959.69023556623,2113854.094143534,5670,pt,synthetic_provisional_activity,historical_population_location_proxy
baseline_698,0,education,osm_relation_5283486,27:520:04173:553513:0001:000000,296056.9120018551,2105486.1421299595,21600,bike,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_699,0,social,census_27:518:99999:802794:2179:000000,27:518:99999:802794:2179:000000,278652.0681987846,2108855.5401041145,3390,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_700,0,work,osm_node_14096296778,27:519:99999:802794:0628:000000,272356.74189221946,2101883.6941085146,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_701,0,work,osm_node_11612788898,27:520:04172:553351:0001:000000,288115.6701053496,2090809.7839403779,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_701,1,leisure,osm_node_9355931350,,325117.4475130391,2078225.221020632,4560,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_702,0,social,osm_way_314249406,27:520:04182:554755:0000:000000,296395.42409644974,2022794.0670864019,3420,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_702,1,leisure,osm_node_5251464632,27:520:04181:554622:0000:000000,314200.8567086499,2024059.3112647443,4560,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_703,0,work,census_27:518:99999:802794:1357:000000,27:518:99999:802794:1357:000000,272880.91383902496,2118102.0730250985,28800,walk,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_703,1,shopping,osm_node_12329881116,27:518:99999:802794:1352:000000,271154.9982799229,2118131.393737311,4380,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_704,0,work,osm_way_1394394487,27:517:04158:551653:0000:000000,283006.55962097587,2214906.7169719394,28800,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_704,1,shopping,census_27:517:04158:551638:0000:000000,27:517:04158:551638:0000:000000,287981.62499525887,2218826.872436029,4320,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_705,0,work,osm_node_12594220154,27:518:99999:802794:2284:000000,280413.8576715409,2115800.0855829623,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_706,0,work,osm_node_10779234899,27:518:99999:802794:1145:000000,275331.24281316804,2108763.6556215524,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_706,1,leisure,osm_way_1354879489,27:519:99999:802794:0933:000000,273097.2844532458,2105361.265536129,5460,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_706,2,social,osm_way_1218953722,27:519:99999:802794:0933:000000,272650.7457507703,2107238.9552157605,3390,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_708,0,education,osm_way_178293146,27:520:04174:553668:0000:000000,325601.4403360138,2092352.7327592229,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_709,0,education,osm_way_975603216,27:519:99999:802794:0527:000000,271632.10355008126,2098718.003616712,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_710,0,work,osm_node_4674771690,27:519:99999:802794:0731:000000,273888.7949303362,2105309.8389272853,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_712,0,education,osm_way_596039920,,319768.3280605914,2008035.305575512,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_713,0,education,census_27:519:99999:802794:0416:000000,27:519:99999:802794:0416:000000,270550.68868986156,2097696.5323109124,21600,pt,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_715,0,work,osm_node_12330942997,27:518:99999:802794:1352:000000,270796.5149675404,2117266.954479809,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_715,1,shopping,osm_node_13235099756,27:519:99999:802794:0933:000000,272913.47566108324,2106443.9791243593,4380,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_716,0,shopping,osm_node_11100746668,27:518:99999:802794:2180:000000,282393.8942302248,2106256.0469091255,4380,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_718,0,education,osm_node_5877650987,27:518:99999:802794:2385:000000,280940.91001847264,2116876.691129777,21600,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_719,0,leisure,osm_way_935074799,27:518:99999:802794:2284:000000,281192.65989416605,2112970.6001465432,5670,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_719,1,social,osm_way_352964014,27:518:99999:802794:1460:000000,274010.1143055635,2121082.204714616,3450,ride,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_720,0,work,census_27:518:99999:802794:1975:000000,27:518:99999:802794:1975:000000,276985.86472035584,2110211.8686012654,28800,taxi,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_721,0,leisure,osm_node_12140071411,27:518:99999:802794:1770:000000,271742.907948052,2127988.1779944934,5670,car,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_722,0,work,osm_way_322188465,27:518:99999:802794:1978:000000,277494.2710088019,2111556.8398360666,28800,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_723,0,work,osm_node_11098757867,,292449.8780106673,2108986.3189867577,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_724,0,education,osm_way_979397738,27:519:99999:802794:0933:000000,273018.2603228254,2106594.018731272,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_726,0,work,osm_node_5078185854,27:518:99999:802794:2385:000000,280746.3551135276,2116400.6987126605,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_726,1,social,osm_node_3532034264,27:518:99999:802794:2179:000000,279853.7279526229,2108434.905487697,3390,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_726,2,shopping,osm_way_353206876,27:518:99999:802794:1978:000000,279638.4747048109,2115236.5212136037,4380,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_727,0,work,osm_node_13514204629,27:519:99999:802794:0103:000000,271727.9441179221,2094723.1191145428,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_728,0,work,osm_node_1960732182,,286614.9533427921,2126858.042032046,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_728,1,social,osm_node_5586439212,27:520:04173:553513:0001:000000,297320.1461154117,2106887.3757808474,3420,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_728,2,shopping,osm_node_10270826055,,343305.43124733923,2095197.037098469,4320,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_729,0,education,osm_way_626348956,27:518:99999:802794:2079:000000,280453.57387007214,2109054.51286773,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_730,0,work,osm_node_13948115435,27:518:99999:802794:1667:000000,272594.959048396,2125213.5531302304,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_730,1,social,osm_node_9300003164,27:518:99999:802794:1357:000000,272420.1912841186,2118202.1644298057,3450,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_732,0,work,osm_node_4561291577,27:519:99999:802794:0103:000000,271661.83711537893,2093939.8757107889,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_733,0,work,osm_way_905716258,27:518:99999:802794:2180:000000,281447.8311468536,2106809.852165017,28800,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_735,0,work,osm_node_12595513178,,287205.70664615015,2128055.957486528,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_735,1,leisure,census_27:518:99999:802794:1978:000000,27:518:99999:802794:1978:000000,278238.9955045299,2113444.001519714,5160,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_736,0,work,osm_node_7079665770,27:518:99999:802794:1351:000000,272394.46173910884,2111970.8798433314,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_737,0,work,osm_node_14134743532,27:519:99999:802794:0732:000000,274982.7576445983,2106980.552479999,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_738,0,work,osm_node_7048433638,27:518:99999:802794:1249:000000,273356.63125261845,2113145.144320306,28800,motorbike,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_739,0,work,census_27:520:04181:554633:0000:000000,27:520:04181:554633:0000:000000,310518.90027116326,2018418.0327956043,28800,pt,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_739,1,shopping,osm_way_596040657,,319559.16818575567,2008012.6622281948,4320,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_739,2,social,census_27:520:04185:555071:0000:000000,27:520:04185:555071:0000:000000,329061.51573988446,1999218.2314352577,3420,auto_rickshaw,synthetic_provisional_activity,historical_population_location_proxy
